ID_Objetivo;Texto_Objetivo;ID_Objetivo_Prerrequisito;Texto_Prerrequisito;Importancia
IOC_3103-1;Aplica técnicas numéricas de interpolación, derivación, integración, solución de  sistemas lineales y no lineales, para resolver problemas de alta complejidad sin  solución algebraica.;ING_2102-6;Identificar las principales aplicaciones del Cálculo Vectorial.;Alta
ICE_3103-3;Desarrollar circuitos digitales utilizando lenguajes de descripción de  hardware (HDL).;ICE_4104-4;Conocer la aplicación de las máquinas en centrales generadores, líneas  de transmisióny líneas de distribución de energía eléctrica.;Ninguna
IOC_4102-1;Identifica la estructura, características, comportamiento y propiedades de  los principales materiales utilizados en obras de ingeniería civil.;ING_1102-2;Analizar las propiedades de la materia a partir del número de entidades  elementales aplicándolo en problemas de cálculo de masa molar, número de  átomos, número de moléculas, masa atómica relativa.;Media
ICI_5020-1;Analizar la relación entre medios de transporte y objetos transportados.;ICI_5020-3;Calcular la capacidad de infraestructuras de transporte.;Ninguna
ICI_5020-3;Calcular la capacidad de infraestructuras de transporte.;ICI_5020-3;Calcular la capacidad de infraestructuras de transporte.;Ninguna
ICI_3130-4;Analizar diferentes aspectos de una organización como liquidez, endeudamiento y  rentabilidad, a través de sus estados financieros y razones financieras;ING_2104-4;Identificar problemáticas económicas para establecer planes contingentes a todo  sector productivoValorar la importancia que tiene esta ciencia para guiar el  comportamiento de los agentes económicos en la asignación de los recursos  escasos de una sociedad.;Alta
ICE_4202-3;Comprender el papel de la realimentación como herramienta para  modificar el comportamiento de los sistemas de tiempo continuo y  discreto.;ING_2103-8;Distinguir casos de oscilaciones amortiguadas y forzadas.;Alta
ING_2104-2;Interpretar datos para enunciar potenciales relaciones entre variables. Comprender  de manera general el contenido, alcance y relevancia de esta ciencia, así como sus  limitaciones más importantes.;ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;Alta
ICA_6110-4;Aplicar herramientas de gestión ambiental a procesos industriales con el fin de  minimizar efectos adversos en el medioambiente.;ING_1203-10;Aplicar conceptos de momentos lineal y angular.;Ninguna
ICC_5202-2;Develop the software architecture for a medium-sized project, correctly  choosing the diagrams and views used.;ICC_5105-4;Apply software development techniques that allow the continuous improvement of  the software design (refactoring, unit tests, TDD).;Media
ICI_3102-3;Emplear software estadísticos para test de bondad de ajuste, cálculo de  intervalos de confianza,regresiones, optimización factorial, segmentación  y clasificación de datos, entre otros.;ICC_3100-1;Describir los conceptos y reglas de los paradigmas de programación procedural,  orientada a objetos y funcional.;Ninguna
ICI_3101-1;Introducir al alumno en el campo de la optimización lineal y su uso en la  modelación y resolución de problemas reales.;ING_2102-2;Comprender los conceptos de derivadas de funciones de múltiples variables y los  teoremas asociados. Calcular y manipular operadores diferenciales (Gradiente, Hessiano, Jacobiano,  Rotor y Divergencia).;Media
ICA_3102-1;Reconocer los fundamentos de los sistemas de mediciones e identificar las  propiedades termodinámicas de los medios de trabajo utilizados en termodinámica.;ING_2101-5;Reconocer los métodos numéricos para resolver una Ecuación Diferencial  Ordinaria;Ninguna
ICE_4101-1;Determinar mediante técnicas analíticas y de simulación las principales  características de diversos circuitos análogos.;ICE_3201-2;Verificar analíticamente y mediante simulaciones las principales  configuraciones de los diodos.;Alta
IOC_4010-2;Describir la circulación con el modelo fluidodinámico.;ING_1105-3;Recopilar datos para diagnosticar problemas abiertos de ingeniería y proponer  soluciones;Ninguna
ICI_5130-1;Through understanding of the main logistics activities in a supply chain.;ICI_4220-1;Identificar las principales decisiones jerárquicas para la producción, planificación de  requerimientos de materiales y de secuenciación y programación de tareas en una  organización.;Alta
ICI_4220-3;Formular, resolver e implementar modelos matemáticos para respaldar las  decisiones de planificación y programación de la producción.;ICI_3202-2;Aplicar metodologías que permiten resolver cuantitativamente estos modelos, con  un foco en problemas reales en la industria.;Alta
ICE_3201-3;Verificar analíticamente y mediante simulaciones las principales  configuraciones de los transistores BJT y MOSFET.;ICE_3101-3;Analizar el comportamiento transitorio y permanente en redes eléctricas  condiferentes tipos de fuentes de alimentación. En particular fuentes de  voltaje continuo yfuentes de voltaje alterno sinusoidal.;Alta
ING_2103-5;Analizar la dinámica plana del sólido rígido utilizando conceptos de fuerzas y  torques.;ING_1105-7;Describir cómo la ética se aplica a obras de ingeniería.;Ninguna
ICI_3102-5;Aplicar las técnicas y métodos estadísticos desarrollados en el curso, a un  proyecto asignado por elprofesor, en el contexto de la gestión y  procesos de una organización.;ING_1201-3;Desarrollar la capacidad de abstracción de manera de entender como el cálculo de  valores y vectores propios de una matriz resuelve varios problemas lineales y se  relacionan, matemáticamente, con la solución de estos problemas tanto  matemáticos como de otras ciencias.;Ninguna
ICI_3102-5;Aplicar las técnicas y métodos estadísticos desarrollados en el curso, a un  proyecto asignado por elprofesor, en el contexto de la gestión y  procesos de una organización.;ICI_3102-3;Emplear software estadísticos para test de bondad de ajuste, cálculo de  intervalos de confianza,regresiones, optimización factorial, segmentación  y clasificación de datos, entre otros.;Media
ICI_4110-3;Será capaz de analizar, evaluar y criticar estudios empíricos de economía  y otras ciencias afines.;ICC_3201-4;Implementar componentes de un sistema operativo, como llamadas al  sistema, administración de procesos y administración de memoria.;Ninguna
ING_1203-6;Diseñar diagramas de posición, velocidad para una o varias partículas.;ING_6103-5;Criterio;Ninguna
ICA_4230-4;Dimensionar, a nivel de ingeniería básica, los elementos que intervienen en una  fermentación industrial.;ICA_4110-3;Dominar herramientas numéricas aplicadas al diseño de reactores y su  utilización en la solución de problemas complejos de ingeniería.;Ninguna
IOC_5205-2;Describir, analizar y discutir el comportamiento, análisis y diseño de  elementos y sistemas de hormigón armado de estructuras  convencionales e industriales.;IOC_4101-4;Diseña elementos de hormigón armado entendiendo comportamiento de elementos  bajo tensiones, utilizando conceptos fundamentales de diseño y los requerimientos  mínimos establecidos en la normativa vigente (ACI 318 y NCh430).;Alta
ICI_3000-2;Desarrollar habilidades necesarias para resolver problemas mediante  trabajo en equipo y presentarlofrente a un grupo de oyentes.;ING_1204-3;Comprender en forma cuantitativa los metabolismos microbianos.;Ninguna
ING_2101-5;Reconocer los métodos numéricos para resolver una Ecuación Diferencial  Ordinaria;ING_1202-2;Aplicar las herramientas del curso en la modelación y resolución de problemas  reales. Tales aplicaciones pueden surgir de la ingeniería, la física, la economía, la  química y otras ciencias;Alta
ICE_5104-4;Generar soluciones para sistemas de conversión so  sticados.;ICE_4202-4;Evaluar analíticamente, mediate simulaciones o experiencias de  laboratorio el desempeño de diversos sistemas de control.;Alta
ING_2103-10;Analizar la generación y propagación de sonido.;ING_2104-4;Identificar problemáticas económicas para establecer planes contingentes a todo  sector productivoValorar la importancia que tiene esta ciencia para guiar el  comportamiento de los agentes económicos en la asignación de los recursos  escasos de una sociedad.;Ninguna
IOC_4010-7;Describir medidas de ingeniería para mejorar la seguridad vial.;ING_2201-2;Identificar fenómenos de carácter aleatorio en procesos propios de la  ingeniería y utilizar métodos formales adecuados para su tratamiento.;Media
ICA_6110-2;Analizar los distintos procesos desde el punto de vista ambiental y plantear, desde  la etapa de diseño, las políticas y resguardos en orden a prevenir la ocurrencia de  eventos no deseados.;ICA_3240-6;Describir aquellos procesos industriales y ambientales más relevantes y junto con  la importancia económica-social de los microorganismos en la actualidad.;Ninguna
ICC_3100-2;Modelar problemas susceptibles de ser resueltos computacionalmente con base a  los conceptos y reglas de los paradigmas de programación estructurada, orientada  a objetos y funcional.;ING_1103-3;Escribir y depurar programas que permitan solucionar los problemas planteados.;Alta
ICE_4204-2;Analiza las limitaciones físicas de los canales de comunicación y aprender  a modelarlas matemáticamente.;ING_1203-11;Aplicar conceptos de energía y trabajo.;Ninguna
IOC_4103-2;Analizar y calcular el transporte de fluidos incompresibles (tuberías y  canales abiertos) en régimenpermanente;IOC_3203-1;Apply fundamental concepts of incompressible and Newtonian fluids to simple  engineering problems by solving fundamental fluid mechanics problems.;Baja
ICE_4202-4;Evaluar analíticamente, mediate simulaciones o experiencias de  laboratorio el desempeño de diversos sistemas de control.;ICE_3102-1;Entender los principios del análisis de las señales y los sistemas.;Alta
ICI_6100-4;Diseñar la estrategia digital de una empresa.;ICC_5120-4;Apply the principles of information architecture to organize an application.;Ninguna
ICA_4110-4;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y  solución de problemas.;ICA_4120-4;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y solución de  problemas.;Alta
ICE_3204-4;Comprender la necesidad de uso, concepto y aplicación de Field  ProgrammableGrid Array (FPGA).;ICE_3103-3;Desarrollar circuitos digitales utilizando lenguajes de descripción de  hardware (HDL).;Alta
ICE_5106-1;Comprender los elementos constitutivos de la generación, transmisión y  distribución de energía eléctrica y realizar representaciones básicas de  dichos elementos en el software DIgSILENT PowerFactory.;ING_1204-4;Identificar y relacionar las funciones de los microorganismos en el ambiente  (natural) y en los ambientes creados por el hombre.;Ninguna
IOC_4207-3;Definir formas de operar un sistema de transporte para satisfacer una demanda  fija.;ING_1100-3;Entender los principales conceptos de la trigonometría resolviendo ecuaciones  trigonométricas.;Ninguna
ING_2104-2;Interpretar datos para enunciar potenciales relaciones entre variables. Comprender  de manera general el contenido, alcance y relevancia de esta ciencia, así como sus  limitaciones más importantes.;ING_1100-4;Identificar lugares geométricos en diversos problemas.;Alta
ICI_4210-4;Integrar los conocimientos obtenidos a lo largo de la carrera y complementarlos con  conceptos de estrategia, administración, gestión, finanzas y flujos de caja,  marketing, microeconomía, evaluación social, riesgo y otros aspectos relevantes de  cara al desarrollo de un nuevo negocio.;ICI_4202-4;Analizar los beneficios económicos que se podrían obtener, a través de  cambios en lasconfiguraciones de los procesos y optimización de  recursos.;Alta
ICA_7000-3;Aprender a aplicar criterios de selección para tuberías, válvulas, bombas,  sistemas de alerta.;ING_2103-5;Analizar la dinámica plana del sólido rígido utilizando conceptos de fuerzas y  torques.;Ninguna
IOC_3204-3;Comprende y calcula flujos permeables a través de suelos.;ING_1103-1;Explicar conceptos básicos relativos a un programa computacional: tipos de datos,  control de flujo, invocación de funciones y valores de retorno, arreglos simples y  multidimensionales, etc.;Ninguna
ICI_4110-1;Conocer la base teórica de econometría.;ICI_3102-5;Aplicar las técnicas y métodos estadísticos desarrollados en el curso, a un  proyecto asignado por elprofesor, en el contexto de la gestión y  procesos de una organización.;Media
ING_1203-6;Diseñar diagramas de posición, velocidad para una o varias partículas.;ING_2101-2;Identificar y clasificar los diversos tipos de ecuaciones diferenciales permitiendo  determinar qué método de resolución se adecua de mejor manera a cada ecuación.;Ninguna
IOC_3103-3;Programa métodos numéricos iterativos con Python aplicando conceptos como  velocidad de convergencia y error.;ING_1103-4;Escribir programas en un lenguaje interpretado, utilizando bibliotecas de funciones  matemáticas y de gráficos;Alta
ICE_5104-3;Predecir el comportamiento de los sistemas reales.;ING_2203-6;Identificar si un proceso es posible o no según la segunda ley de la Termodinámica.;Ninguna
IOC_4103-4;Diseñar canales en escurrimiento uniforme;IOC_3203-1;Apply fundamental concepts of incompressible and Newtonian fluids to simple  engineering problems by solving fundamental fluid mechanics problems.;Alta
ING_1203-1;Resolver problemas de Medición de posiciones, velocidades y aceleraciones en el  laboratorio.;ING_2103-2;Verificar experimentalmente la teoría.;Ninguna
ING_4105-1;Comprender el fin de la Ciencia, respecto de sus objetivos y límites;ING_5203-1;Habilidad para identificar el tema de su trabajo de título en un contexto de  dificultad necesaria, contenidos mínimos, estructura requerida.;Ninguna
IOC_5205-5;Entender los conceptos básicos del diseño de elementos de hormigón  pretensado.;IOC_4101-3;Establece las solicitaciones y combinaciones de carga, y analizar y estimar las  tensiones en los elementos de hormigón armado más comunes.;Media
ICA_3130-1;Entender la situación energética actual del uso de energías de origen  fósil.;IOC_3220-4;Planifica estudios topográficos determinando plazos, costos y recursos  involucrados.;Ninguna
ICI_5110-1;Entender y analizar las interacciones entre empresas que compiten en mercados  oligopólicos.;ICA_4120-2;Dominar conceptos, herramientas de diseño y métodos de cálculo y asociaciones a  sistemas de separación por transferencia de masa y sus aplicaciones.;Ninguna
ICE_4203-2;Entiende la utilidad del Sistema Por Unidad y es capaz de aplicarlo en  resolución de problemas estáticos asociados a Sistemas de Potencia.;ICE_3102-4;Entender conceptos de procesamiento de señales como la modulación y  el filtrado.;Ninguna
ICE_3203-2;Know how light is propagated in distinct mediums, open and confined.;ICE_4204-5;Comprende la importancia del error en las comunicaciones y analizar sus  técnicas de corrección mediante FEC y códigos convolucionales.;Ninguna
ING_2202-1;Describir algunos fenómenos eléctricos y magnéticos sencillos en el laboratorio.;ING_2103-3;Identificar errores experimentales y limitaciones de un modelo.;Alta
IOC_5120-3;Identificar distintos tipos de solicitación en estructuras de acero;ING_2203-1;Explicar conceptos básicos de termodinámica y sus leyes fundamentales.;Ninguna
ING_1102-4;Reconocer los tipos de reacciones químicas que se llevan a cabo en medio acuoso  y que son fundamentales para variados procesos biológicos.;ING_1204-6;Comunicar en forma clara y efectiva las experiencias prácticas realizadas en el  laboratorio, fundamentándolas desde los conocimientos teóricos que le sean  propios.;Ninguna
ICI_5130-2;An understanding of the main challenges faced by supply chain planners.;ICI_4220-4;Identificar y gestionar cuellos de botella en un sistema productivo, siguiendo los  principios de la Teoría de Restricciones.;Baja
IOC_4203-5;Describir y selecciona instrumentos de medición y utilizar las medidas recogidas  por éstos. Evaluar recursos hídricos mediante balances hídricos.;ING_2201-4;Manejar algunas herramientas computacionales para el análisis estadístico de  datos.;Baja
ICA_5150-1;Antecedentes del desarrollo de las obras civiles en Chile.;ING_1203-9;Formular y aplicar las leyes de Newton.;Ninguna
ICC_4201-2;Aplica conocimientos de ciencias de la computación, incluyendo diseño  de algoritmos y análisis de complejidad, en el desarrollo de una pieza de  software.;ICC_4101-2;Design efficient algorithms based on the above-mentioned paradigms.;Alta
ICA_3102-9;Describir y explicar los procesos termodinámicos que ocurren en diferentes tipos de  centrales de poder para generar energía.;ING_2203-7;Aplicar un análisis termodinámico a un sistema o volumen de control.;Alta
ICC_5140-3;Diseñar la arquitectura de un sistema distribuido para procesamiento y  análisis de grandes conjuntos de datos en tiempo real.;ICC_4201-3;Desarrolla una pieza de software integrando distintas tecnologías y  utilizando variados lenguajes y plataformas.;Alta
ICI_4220-4;Identificar y gestionar cuellos de botella en un sistema productivo, siguiendo los  principios de la Teoría de Restricciones.;ICI_6100-2;Analizar la dinámica y potencialidades de las nuevas innovaciones basadas en las  TICs.;Ninguna
ING_2102-3;Comprender las aplicaciones más importantes del Cálculo Diferencial.;ING_1202-2;Aplicar las herramientas del curso en la modelación y resolución de problemas  reales. Tales aplicaciones pueden surgir de la ingeniería, la física, la economía, la  química y otras ciencias;Media
IOC_6102-1;Aplicar herramientas avanzadas de análisis y diseño estructural en proyectos  complejos de ingeniería civil.;IOC_5204-4;Aplica la norma chilena de diseño sismorresistente de edificios.;Alta
ICE_3101-2;Analizar el funcionamiento de circuitos eléctricos pasivos utilizando  métodosanalíticos.;ICE_3204-1;Entender la programabilidad como un componente esencial de los  SistemasDigitales Avanzados.;Ninguna
ING_2101-1;Reconocer las ecuaciones diferenciales ordinarias como una herramienta formal  para el modelamiento y estudio de fenómenos naturales.;ING_1202-1;Resolver problemas referentes a continuidad de funciones reales, cálculo  diferencial e integral, series numéricas y series de funciones.;Alta
ICE_3102-5;Conocer las transformadas de Laplace y Z para representar sistemas.;ICE_3203-2;Know how light is propagated in distinct mediums, open and confined.;Ninguna
ING_2203-8;Resolver problemas aplicados utilizando propiedades termodinámicas de fluidos y  gases.;ING_1102-10;Elaborar ensayos reconociendo e identificando los aportes y descubrimientos de  los principales científicos que han contribuido al desarrollo de la química, de  manera autónoma y rigurosa, fortaleciendo habilidades transversales como es la  expresión escrita.;Ninguna
ICI_5020-3;Calcular la capacidad de infraestructuras de transporte.;ICI_5030-2;Definir tipos de instrumentos financieros;Ninguna
ICI_3202-1;Formular modelos matemáticos de optimización para resolver problemas reales  relacionados con la industria.;ING_1203-1;Resolver problemas de Medición de posiciones, velocidades y aceleraciones en el  laboratorio.;Ninguna
ICA_3220-5;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y  solución de problemas.;ICA_4210-3;"Utilizar herramientas de diagrama de flujo basadas en computadora para  apoyar las actividades de diseño de procesos;";Ninguna
ICE_3101-1;Conocer los elementos básicos de circuitos eléctricos, así como las  relaciones voltaje-corriente en cada uno de ellos.;ING_2101-5;Reconocer los métodos numéricos para resolver una Ecuación Diferencial  Ordinaria;Media
ING_2104-3;Describir y simular modelos económicos para establecer la dinámica de relaciones  entre variables. Comprender cómo se forman los precios en una economía de  mercado.;ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;Alta
ICI_4210-1;Formular y evaluar proyectos en el marco de una economía de mercado.;ICI_4202-4;Analizar los beneficios económicos que se podrían obtener, a través de  cambios en lasconfiguraciones de los procesos y optimización de  recursos.;Alta
IOC_3020-2;Calcular capacidades, demoras y longitudes de cola en elementos viales.;IOC_4010-6;Analizar medidas de prioridad al transporte público y saber cuándo  aplicarlas.;Media
ICI_5200-4;Analizar los resultados obtenidos y entender cómo implementar y  transmitir estos resultados ante unmandante en un contexto aplicado a la  industria.;ICI_3102-5;Aplicar las técnicas y métodos estadísticos desarrollados en el curso, a un  proyecto asignado por elprofesor, en el contexto de la gestión y  procesos de una organización.;Media
ING_2101-5;Reconocer los métodos numéricos para resolver una Ecuación Diferencial  Ordinaria;ING_1201-1;Comprender el álgebra matricial y su uso son la base en la resolución de sistemas  de ecuaciones lineales.;Alta
ICE_5204-5;Apply artificial intelligence techniques to real cases.;ICE_5204-3;Apply neural network and deep learning techniques to search for patterns  in large volumes of data.;Alta
ING_2204-4;Resuelve problemas de transmisión de fuerzas al interior de sólidos.;ING_2102-6;Identificar las principales aplicaciones del Cálculo Vectorial.;Ninguna
ICC_6101-2;Planificar un proyecto de empresa de software, incluyendo el análisis detallado del  modelo de negocios.;ING_1203-2;Convertir unidades de un sistema a otro.;Ninguna
ICI_4230-2;Aplicar y entender distintos modelos de valoración de activos.;ICI_4220-3;Formular, resolver e implementar modelos matemáticos para respaldar las  decisiones de planificación y programación de la producción.;Ninguna
ING_2104-6;Identificar y utilizar técnicas modernas de ingeniería para la resolución eficaz de  problemas de asignación de recursos.;ING_1100-4;Identificar lugares geométricos en diversos problemas.;Alta
ICA_3102-8;Identificar y explicar el funcionamiento de motores de combustión interna utilizando  principios termodinámicos .;IOC_5204-4;Aplica la norma chilena de diseño sismorresistente de edificios.;Ninguna
ICI_3130-3;Conocer los estados financieros y los registros contables que permiten su  elaboración.;ICC_5105-1;Understand the differences between the two main philosophies of Software Design  (traditional vs agile).;Ninguna
ICI_4110-3;Será capaz de analizar, evaluar y criticar estudios empíricos de economía  y otras ciencias afines.;ICI_3102-1;Identificar problemas en la gestión de organizaciones y sus procesos,  que pueden ser mejorados yoptimizados a través de modelos  estadísticos.;Media
ICE_4101-2;Sintetizar diversos circuitos análogos en base a ciertas especificaciones.;ICE_3201-1;Conocer el funcionamiento y aplicaciones de los principales dispositivos  electrónicos semiconductores como: los diodos, transistores y  amplificadores operacionales.;Alta
ICI_4210-4;Integrar los conocimientos obtenidos a lo largo de la carrera y complementarlos con  conceptos de estrategia, administración, gestión, finanzas y flujos de caja,  marketing, microeconomía, evaluación social, riesgo y otros aspectos relevantes de  cara al desarrollo de un nuevo negocio.;ING_2203-9;Calcular eficiencias de los ciclos termodinámicos más comunes involucrados en la  producción de trabajo y energía.;Ninguna
ICE_3203-2;Know how light is propagated in distinct mediums, open and confined.;ING_2202-3;Describir fenómenos electromagnéticos usando nociones físicas.;Alta
ICI_6100-2;Analizar la dinámica y potencialidades de las nuevas innovaciones basadas en las  TICs.;ICI_3204-1;Entender los conceptos básicos de la teoría microeconómica, sus limitaciones y los supuestos en que se basa.;Alta
IOC_4101-4;Diseña elementos de hormigón armado entendiendo comportamiento de elementos  bajo tensiones, utilizando conceptos fundamentales de diseño y los requerimientos  mínimos establecidos en la normativa vigente (ACI 318 y NCh430).;IOC_3201-4;Utiliza el método de flexibilidad para determinar las reacciones, esfuerzos internos y desplazamientos de estructuras hiperestáticas sujetas a cargas externas permanentes, gradientes de temperatura, asentamientos y/o errores de fabricación. Reconoce principios de simetría.;Media
IOC_5105-2;Realizar el diseño básico de sistemas tradicionales y alternativos de  drenaje de aguas lluvias en sectores urbanos;IOC_4203-8;Aplicar diferentes metodologías para estudios de crecidas;Media
ICI_3000-1;Desarrollar la capacidad de análisis y la formulación de modelos para  estudiar diferentes problemáticas enla empresa.;ICA_3130-2;Comprender desde un punto fundamental teórico el origen de la energía  y distintos aspectos tecnológicos que permiten explotar sistemas  termodinámicos para su generación.;Ninguna
ICI_6010-1;Desarrollar un pensamiento crítico sobre temas financieros contemporáneos.;ING_1204-6;Comunicar en forma clara y efectiva las experiencias prácticas realizadas en el  laboratorio, fundamentándolas desde los conocimientos teóricos que le sean  propios.;Ninguna
ICA_5110-3;Conocer de la base legal de los residuos.;ING_5206-3;Gestionar Relaciones Éticas: Manejar de manera ética las relaciones con  grupos de interés, colegas, empleados y competidores.;Ninguna
ICC_3203-2;Comparar distintas estructuras de datos y algoritmos de acuerdo a su  complejidad de espacio de memoria y tiempo de ejecución.;ICC_3204-1;Diseñar un modelo de datos de alto nivel que solucione un problema abierto.;Ninguna
ING_2201-3;Reconocer los distintos tipos de problemas inferenciales y aplicar los métodos  estadísticos básicos más usados en el ámbito de la ingeniería.;ING_2102-3;Comprender las aplicaciones más importantes del Cálculo Diferencial.;Baja
IOC_3203-4;Apply models to simple fluid mechanics problems, considering their  limitations and strengths.;ING_2204-3;Resuelve problemas de equilibrio de una partícula y de sólidos rígidos  sometidos a la acción de sistemas de fuerzas.;Alta
ING_1201-2;Comprender el concepto de espacio vectorial.;ING_2103-10;Analizar la generación y propagación de sonido.;Ninguna
ICI_3202-3;Implementar computacionalmente las metodologías diseñadas para resolver los  modelos en entornos reales.;ICI_3101-2;Clasificar matemáticamente los distintos tipos de problemas de optimización lineal,  estudiar sus formulaciones y detallar los algoritmos más conocidos que existen  para su resolución.;Alta
ICE_3204-5;Comprender y aplicar el concepto de Sistema en un Chip Programable  (PSoC),como fusión de Microprocesador con FPGA;ING_1204-3;Comprender en forma cuantitativa los metabolismos microbianos.;Ninguna
IOC_3201-4;Utiliza el método de flexibilidad para determinar las reacciones, esfuerzos internos y desplazamientos de estructuras hiperestáticas sujetas a cargas externas permanentes, gradientes de temperatura, asentamientos y/o errores de fabricación. Reconoce principios de simetría.;IOC_3101-4;Definir las relaciones tensión-deformación en diferentes estados de carga.;Media
ICI_6100-3;Entender las claves para administrar grandes cantidades de datos dentro de una  organización.;ICI_3204-2;Entender el comportamiento de los distintos agentes que participan en el mercado  y la interacción que estos tienen con la estructura y el desempeño del mismo.;Alta
ING_1102-9;Resolver problemas que involucren el uso del concepto de equilibrio químico en  sistemas de reactivos y ácido-base. Considerando condiciones iniciales determinar  concentraciones o presiones en el equilibrio o viceversa.;ING_2203-6;Identificar si un proceso es posible o no según la segunda ley de la Termodinámica.;Ninguna
ICI_5200-1;Reconocer problemas en los que sea posible aplicar Deep Learning o  Reinforcement Learning. Es decir, sabrá los alcances de la disciplina.;ING_2103-10;Analizar la generación y propagación de sonido.;Ninguna
ICA_3130-3;Comprender los procesos relacionados en la obtención y refinación del  petróleo y los efectos ambientales derivados de su utilización.;IOC_5100-4;Implement, choose, and apply methods to solve the equations of motion of dynamic  systems subjected to free and forced vibrations (harmonic, periodic, earthquake,  shock).;Ninguna
ICI_6010-5;Demostrar habilidades en la recopilación, análisis e interpretación de información  financiera.;ICA_3210-5;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y  solución de problemas.;Ninguna
ICE_3102-2;Interpretar y representar señales y sistemas en el dominio del tiempo y  de lafrecuencia.;ICE_5107-10;Comprender las técnicas actuales de conservación, almacenamiento y  transporte de energía de distinto tipo.;Ninguna
ING_1100-3;Entender los principales conceptos de la trigonometría resolviendo ecuaciones  trigonométricas.;ING_2104-1;Identificar conceptos básicos de economía para identificar mecanismos de asignación de recursos. Comprender los conceptos que permitan adquirir una  visión general del campo y ámbito de la economía.;Ninguna
ICA_5140-1;Comprender los conceptos básicos de las etapas que conlleva el desarrollo de un proyecto;IOC_6102-3;Demostrar actitud proactiva, analítica y de mejora continua en el desarrollo de  proyectos de ingeniería.;Ninguna
ICI_5200-4;Analizar los resultados obtenidos y entender cómo implementar y  transmitir estos resultados ante unmandante en un contexto aplicado a la  industria.;ICI_3202-3;Implementar computacionalmente las metodologías diseñadas para resolver los  modelos en entornos reales.;Alta
IOC_3103-1;Aplica técnicas numéricas de interpolación, derivación, integración, solución de  sistemas lineales y no lineales, para resolver problemas de alta complejidad sin  solución algebraica.;ING_2102-4;Calcular integrales múltiples, permitiendo identificar las aplicaciones más  importantes del Cálculo Integral (cálculo de volúmenes, masas, momentos de  inercia, etc.);Alta
ICC_4130-2;Conduct requirements analysis and design for web application development,  including specification of user stories, definition of a domain model, and prototyping  of the user interface.;ICC_3204-1;Diseñar un modelo de datos de alto nivel que solucione un problema abierto.;Alta
ICI_3130-4;Analizar diferentes aspectos de una organización como liquidez, endeudamiento y  rentabilidad, a través de sus estados financieros y razones financieras;ING_1103-1;Explicar conceptos básicos relativos a un programa computacional: tipos de datos,  control de flujo, invocación de funciones y valores de retorno, arreglos simples y  multidimensionales, etc.;Ninguna
IOC_4103-2;Analizar y calcular el transporte de fluidos incompresibles (tuberías y  canales abiertos) en régimenpermanente;IOC_3203-2;Apply analytical solutions to known simple fluid flows by solving fundamental fluid  mechanics problems.;Alta
IOC_3203-1;Apply fundamental concepts of incompressible and Newtonian fluids to simple  engineering problems by solving fundamental fluid mechanics problems.;IOC_3220-1;Interpretar distintas formas de representación de la superficie asociada a  un proyecto y sus distintos usos en Ingeniería.;Ninguna
ICA_3102-8;Identificar y explicar el funcionamiento de motores de combustión interna utilizando  principios termodinámicos .;ING_2203-6;Identificar si un proceso es posible o no según la segunda ley de la Termodinámica.;Alta
IOC_5100-1;Formulate, derive and solve equations of dynamic equilibrium of simple  structural systems subjected to different types of external excitation.;IOC_3201-4;Utiliza el método de flexibilidad para determinar las reacciones, esfuerzos internos y desplazamientos de estructuras hiperestáticas sujetas a cargas externas permanentes, gradientes de temperatura, asentamientos y/o errores de fabricación. Reconoce principios de simetría.;Alta
IOC_3220-3;Diferencia técnicas y métodos de medición para distintas condiciones de  exigencia o características de la superficie a estudiar.;IOC_3201-3;Aplica y reconoce el principio de trabajos virtuales para determinar fuerzas externas, desplazamientos, reacciones o esfuerzos internos en estructuras sujetas a carga  externas, gradientes de temperatura, asentamientos o errores de fabricación. Aplica el principio para determinar la línea de influencia de vigas;Ninguna
ICI_5000-4;Comprender y aplicar los principales métodos de Data Mining, su clasificación y  rango de aplicación.;ING_1203-11;Aplicar conceptos de energía y trabajo.;Ninguna
IOC_4010-2;Describir la circulación con el modelo fluidodinámico.;ING_5206-3;Gestionar Relaciones Éticas: Manejar de manera ética las relaciones con  grupos de interés, colegas, empleados y competidores.;Ninguna
ICC_4201-1;Analiza un dominio de problema dado y elabora los requisitos de  software de la solución.;ICC_4130-2;Conduct requirements analysis and design for web application development,  including specification of user stories, definition of a domain model, and prototyping  of the user interface.;Alta
IOC_5150-2;Analiza y diseña fundaciones superficiales (zapatas, fundaciones corridas, etc.) y  profundas (pilotes), comprendiendo los principales mecanismos que controlan su  comportamiento en distintos tipos de suelo.;IOC_3204-1;Estima y calcula las tensiones en un suelo, bajo la acción de las cargas de  estructuras fundadas sobre ella.;Alta
IOC_3020-1;Conocer los modelos y relacionar variables que describen el tráfico.;ING_2102-1;Reconocer las extensiones de los contenidos del Cálculo Diferencial e integral de  funciones de una variable a funciones de varias variables.;Ninguna
